,G0000,G0001,G0002,G0003,G0004,G0005,G0006,G0007,G0008,G0009,G0010,G0011,G0012,G0013,G0014,G0015,G0016,G0017,G0018,G0019,G0020,G0021,G0022,G0023,G0024,G0025,G0026,G0027,G0028,G0029,G0030,G0031,G0032,G0033,G0034,G0035,G0036,G0037,G0038,G0039,G0040,G0041,G0042,G0043,G0044,G0045,G0046,G0047,G0048,G0049,G0050,G0051,G0052,G0053,G0054,G0055,G0056,G0057,G0058,G0059,G0060,G0061,G0062,G0063,G0064,G0065,G0066,G0067,G0068,G0069,G0070,G0071,G0072,G0073,G0074,G0075,G0076,G0077,G0078,G0079,G0080,G0081,G0082,G0083,G0084,G0085,G0086,G0087,G0088,G0089,G0090,G0091,G0092,G0093,G0094,G0095,G0096,G0097,G0098,G0099,G0100,G0101,G0102,G0103,G0104,G0105,G0106,G0107,G0108,G0109,G0110,G0111,G0112,G0113,G0114,G0115,G0116,G0117,G0118,G0119,G0120,G0121,G0122,G0123,G0124,G0125,G0126,G0127,G0128,G0129,G0130,G0131,G0132,G0133,G0134,G0135,G0136,G0137,G0138,G0139,G0140,G0141,G0142,G0143,G0144,G0145,G0146,G0147,G0148,G0149,G0150,G0151,G0152,G0153,G0154,G0155,G0156,G0157,G0158,G0159,G0160,G0161,G0162,G0163,G0164,G0165,G0166,G0167,G0168,G0169,G0170,G0171,G0172,G0173,G0174,G0175,G0176,G0177,G0178,G0179,G0180,G0181,G0182,G0183,G0184,G0185,G0186,G0187,G0188,G0189,G0190,G0191,G0192,G0193,G0194,G0195,G0196,G0197,G0198,G0199
SIM-0053-TP,0.7480062,0.22089249,0.3660803,0.4987675,0.01,0.2637795,0.4498962,0.9596855,0.01,0.4360612,0.01,0.99,0.01,0.4549396,0.6555431,0.01,0.82072425,0.3084892,0.28430516,0.060512826,0.06314403,0.99,0.01,0.01,0.048505098,0.4723038,0.495322,0.99,0.99,0.56504565,0.01,0.01,0.87320405,0.01,0.6770616,0.90543425,0.9518435,0.6324931,0.01,0.66147524,0.51961505,0.22916052,0.82700324,0.99,0.40073255,0.72279996,0.19786099,0.90782654,0.39119163,0.62130105,0.80677956,0.6567965,0.13296723,0.12175162,0.99,0.01,0.95048034,0.31554604,0.53628296,0.01,0.99,0.15010363,0.7979298,0.8564833,0.7363628,0.07881445,0.99,0.91010875,0.01,0.22237578,0.014546528,0.37456593,0.39571294,0.01,0.99,0.01,0.99,0.90774965,0.1513294,0.7538806,0.17642438,0.43569386,0.157539,0.62752986,0.99,0.01,0.37343666,0.17617488,0.99,0.46754068,0.01,0.99,0.30488732,0.073233545,0.010035276,0.21519585,0.6159209,0.01,0.56479263,0.69420314,0.90045863,0.34001628,0.01,0.76980925,0.8517035,0.99,0.05682236,0.99,0.059715047,0.044706166,0.01,0.99,0.99,0.3348453,0.7464032,0.01,0.8877027,0.4090373,0.01,0.2977444,0.01,0.6012088,0.01,0.6108571,0.26227382,0.01,0.92752934,0.95249367,0.013211131,0.7078575,0.5727217,0.3640926,0.99,0.6877052,0.10164574,0.77192444,0.33764356,0.12882471,0.99,0.8890267,0.01,0.38811305,0.918136,0.01,0.22434339,0.99,0.34464943,0.99,0.99,0.38259703,0.63608897,0.99,0.96965873,0.99,0.45146006,0.99,0.20102237,0.01,0.99,0.0887251,0.28220475,0.60990036,0.01,0.01,0.99,0.60751146,0.94035256,0.9231737,0.5989803,0.7017895,0.01,0.01,0.35472095,0.9646382,0.01,0.08898711,0.340439,0.99,0.45480514,0.0768283,0.87704515,0.01,0.70769536,0.4094078,0.01,0.9430236,0.99,0.41356665,0.7426273,0.6079211,0.99,0.01,0.8945176,0.99,0.01,0.73811424,0.99,0.01,0.01,0.5756103
SIM-0054-TP,0.28844386,0.01,0.057101876,0.99,0.99,0.01,0.01,0.3350673,0.9119482,0.3276822,0.639036,0.77993774,0.01,0.23071231,0.056917325,0.01,0.24595644,0.14277363,0.28685164,0.30348337,0.96144104,0.35200846,0.01,0.94313294,0.01,0.01,0.99,0.99,0.8849767,0.5285884,0.01,0.9845501,0.99,0.81979495,0.8585438,0.01,0.22378546,0.7360112,0.01,0.3586259,0.99,0.08580346,0.01,0.49259037,0.01,0.39722863,0.01,0.5583577,0.68672025,0.48717898,0.26328006,0.8592993,0.736005,0.2150334,0.75936013,0.35672367,0.99,0.99,0.34675524,0.2914155,0.99,0.102722794,0.2915726,0.01,0.3648091,0.20538032,0.99,0.9495969,0.29206717,0.5063929,0.01,0.8291985,0.7478619,0.35329002,0.5983677,0.01,0.13319457,0.99,0.9666126,0.5937115,0.7629774,0.01,0.51295656,0.23025173,0.3208179,0.99,0.92651916,0.012970388,0.24874562,0.2085787,0.32419398,0.01,0.76649576,0.99,0.53383917,0.01,0.99,0.7118607,0.54178584,0.53715074,0.01,0.41007712,0.01,0.99,0.97981954,0.6921329,0.07689983,0.99,0.21718894,0.90343225,0.01,0.65894073,0.55836445,0.01,0.99,0.99,0.99,0.8576441,0.99,0.01,0.01,0.11526337,0.49269086,0.29601067,0.07879388,0.61053145,0.38225886,0.84768844,0.29637292,0.01,0.54636675,0.91974056,0.44918367,0.9727855,0.027912468,0.8408409,0.18032295,0.5383522,0.49904498,0.8602915,0.01,0.01,0.7743716,0.6613972,0.65705323,0.85497004,0.40887216,0.83003926,0.63416296,0.7075399,0.6730145,0.99,0.99,0.6258652,0.99,0.01,0.3522743,0.61288416,0.8158079,0.12286632,0.01,0.15059882,0.01,0.8508681,0.99,0.99,0.33674154,0.45103222,0.022961676,0.01,0.07946324,0.01,0.8291743,0.50782573,0.99,0.99,0.49131745,0.99,0.01,0.13118005,0.70741916,0.22019914,0.98186237,0.020648003,0.01,0.19023396,0.50973386,0.36999327,0.30650032,0.6484926,0.99,0.01,0.86618876,0.99,0.01,0.8342107,0.7349914,0.6809639,0.26161,0.01
SIM-0055-TP,0.6345483,0.03507462,0.33968973,0.56017613,0.80977446,0.99,0.2226347,0.76516163,0.01,0.790601,0.01,0.2212429,0.4163072,0.41367802,0.1567979,0.649,0.8701692,0.82754683,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.48598862,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.47259006,0.53141063,0.99,0.20604312,0.86283666,0.26871186,0.16551822,0.4283543,0.99,0.01,0.99,0.5472164,0.01,0.575894,0.83877105,0.33911827,0.35117364,0.99,0.4252874,0.99,0.99,0.61455774,0.7534719,0.26973137,0.55181545,0.5548817,0.36857,0.01,0.78948724,0.9214612,0.01,0.36596984,0.99,0.99,0.31461662,0.99,0.6294951,0.5473099,0.27019984,0.01,0.056470305,0.86909854,0.28580973,0.83528686,0.99,0.643862,0.6223713,0.01,0.01,0.06993157,0.6298802,0.60964066,0.22819605,0.01,0.01,0.99,0.19112763,0.82015264,0.01,0.5047623,0.10921824,0.55341756,0.7881594,0.5668138,0.99,0.01,0.2409454,0.01,0.16708253,0.5846398,0.99,0.48742467,0.4532019,0.026708424,0.52312696,0.182372,0.01,0.09135479,0.08410111,0.19319576,0.7961304,0.65209806,0.01,0.01,0.99,0.539871,0.64203435,0.99,0.4385507,0.5200462,0.4960003,0.5888925,0.3594877,0.01,0.35839403,0.01,0.22203183
SIM-0056-TP,0.3547731,0.24805792,0.040438324,0.99,0.91439164,0.25667155,0.2986262,0.99,0.01,0.01,0.08891687,0.59793234,0.35433376,0.99,0.020341873,0.01,0.28976282,0.7264308,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.28367597,0.01,0.01,0.01,0.01,0.01,0.01,0.3022284,0.01,0.01,0.01,0.34950548,0.01,0.01,0.01,0.01,0.01,0.096791565,0.01,0.01,0.01,0.01,0.01,0.58590966,0.30720216,0.01,0.01,0.01,0.01,0.01,0.01,0.63007146,0.01,0.01,0.01,0.99,0.99,0.99,0.96270597,0.99,0.617648,0.99,0.99,0.6789683,0.18837935,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.55020815,0.99,0.80643725,0.99,0.99,0.99,0.99,0.99,0.9676065,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.9819322,0.99,0.99,0.01,0.11228937,0.09364237,0.86729264,0.99,0.070014775,0.01,0.2608348,0.01,0.01,0.99,0.8422689,0.99,0.47665262,0.99,0.01,0.9138427,0.5177603,0.4610723,0.21483807,0.9400005,0.4061259,0.01,0.610418,0.83331037,0.53534836,0.40339723,0.01,0.32264063,0.01,0.22824495,0.01,0.92617315,0.99,0.01,0.55565614,0.39743787,0.89382094,0.66647965,0.42825872,0.39984658,0.62262017,0.99,0.04831186,0.72955334,0.6433426,0.72942996,0.5404198,0.99,0.01,0.01,0.84800506,0.29984257,0.01,0.53630805,0.10249165,0.5112299,0.6098497,0.81775224,0.6717675,0.01,0.40524787,0.9123723,0.8395426,0.99,0.01,0.99,0.57185036,0.6953857,0.87832874,0.18363851,0.01,0.99,0.99,0.84283185,0.6366803,0.01,0.75449765,0.3990425,0.43651077,0.6278573,0.01,0.51222867,0.6145554,0.39263606,0.14101563,0.79350513,0.9777106,0.68190706,0.99,0.99,0.99,0.09558901,0.22658087,0.99,0.62696284,0.91284215,0.54321396,0.106632456,0.73786545
SIM-0057-TP,0.56940854,0.01,0.2893743,0.014993563,0.99,0.99,0.99,0.7310159,0.01,0.01,0.01,0.99,0.8415298,0.5932863,0.791398,0.04146374,0.01,0.01,0.09037861,0.01,0.61119664,0.23262566,0.45516932,0.99,0.01,0.8411057,0.48045844,0.8011839,0.99,0.99,0.54807204,0.4903255,0.99,0.01,0.3851662,0.055154502,0.114029884,0.47380075,0.034362867,0.6141597,0.62043536,0.64451647,0.7499567,0.7248039,0.16965605,0.4430594,0.4389208,0.99,0.10598993,0.26189774,0.01,0.99,0.91819674,0.040590852,0.99,0.36996406,0.99,0.99,0.01,0.5151609,0.17259645,0.24790591,0.25621444,0.19931063,0.11910367,0.7738067,0.18326312,0.99,0.01,0.095415846,0.99,0.99,0.01,0.01,0.5181964,0.99,0.70660776,0.99,0.8675403,0.058890343,0.01,0.01,0.99,0.32874557,0.99,0.01,0.4413985,0.99,0.01,0.6557132,0.01,0.7298242,0.867182,0.99,0.99,0.029762857,0.99,0.01,0.99,0.01,0.01,0.99,0.5523206,0.99,0.054900557,0.18015951,0.4769466,0.52436626,0.99,0.99,0.39553803,0.59527016,0.99,0.01,0.01,0.5904452,0.54268855,0.01,0.01,0.6423074,0.01,0.52259076,0.21188366,0.42520308,0.2926647,0.56944823,0.71798533,0.28916222,0.10769102,0.8744139,0.6907227,0.01,0.42026561,0.21742472,0.28733328,0.99,0.7321012,0.99,0.72815603,0.5387172,0.34313008,0.8012607,0.70074123,0.01,0.4842299,0.026327819,0.99,0.01,0.88757384,0.077760875,0.7190253,0.31676763,0.01,0.8226758,0.01,0.4796036,0.5382806,0.8460132,0.01,0.01,0.8663156,0.9429244,0.8787673,0.99,0.4398076,0.2979372,0.58880645,0.01,0.35280782,0.01,0.32025805,0.01,0.61136407,0.47748017,0.01,0.99,0.046893448,0.43408102,0.17544648,0.9848114,0.7479704,0.01,0.01,0.99,0.99,0.9542765,0.4174576,0.6408328,0.74510825,0.324329,0.39755774,0.942556,0.4310263,0.01,0.6403731,0.417315,0.01,0.01,0.01,0.354721
SIM-0058-TP,0.42002162,0.78234696,0.34998015,0.33610395,0.99,0.84500474,0.40073764,0.59893,0.01,0.01,0.99,0.01,0.2498663,0.01,0.73631215,0.01,0.99,0.99,0.22731581,0.18460292,0.25784442,0.20231731,0.42284426,0.8937745,0.94117564,0.01,0.99,0.33106506,0.4759725,0.90554667,0.6967719,0.01,0.6487503,0.01,0.52310216,0.01,0.9291574,0.21576124,0.01,0.99,0.99,0.01,0.9730827,0.9542232,0.01,0.07125336,0.01,0.50332505,0.296358,0.79199874,0.99,0.99,0.41985688,0.01,0.99,0.01,0.99,0.99,0.9578091,0.7643595,0.99,0.01,0.43775773,0.01,0.99,0.01,0.99,0.99,0.01,0.01,0.056479864,0.13852435,0.8193842,0.01,0.35724908,0.41923702,0.99,0.69547915,0.01,0.99,0.5461835,0.99,0.19522724,0.26782763,0.28774908,0.81785506,0.99,0.6064204,0.86233467,0.73301375,0.8413298,0.01,0.99,0.99,0.45535725,0.5952552,0.6650022,0.01,0.01,0.99,0.12707746,0.01,0.01,0.99,0.2217928,0.99,0.44181162,0.01,0.6667466,0.99,0.01,0.54353523,0.70832515,0.8419489,0.99,0.05681604,0.34166008,0.33556998,0.01,0.01,0.27415723,0.5860989,0.3449899,0.41096938,0.13942507,0.7339045,0.5143783,0.6644724,0.4359408,0.76755315,0.99,0.41494638,0.6750249,0.01,0.8072227,0.40903878,0.5922231,0.025150955,0.99,0.01,0.99,0.94252604,0.01,0.99,0.8576927,0.01,0.29896307,0.95662194,0.99,0.6322217,0.01,0.99,0.98899746,0.01,0.9412539,0.71959656,0.03032723,0.01,0.4687289,0.01,0.50184935,0.761484,0.01,0.47910058,0.9381273,0.19631696,0.55931085,0.99,0.99,0.039784014,0.5391333,0.5816581,0.99,0.45898157,0.37327206,0.8547648,0.01,0.01,0.25413716,0.6188551,0.99,0.01,0.2051129,0.59784317,0.01,0.01,0.93653595,0.29259062,0.16106868,0.66996187,0.99,0.01,0.39318806,0.01,0.01,0.99,0.41010046,0.99,0.18443961,0.7287477
SIM-0059-TP,0.71874285,0.24719939,0.01,0.40020066,0.16260454,0.01,0.3636579,0.01,0.01,0.01,0.01,0.10366294,0.01,0.46796054,0.2038963,0.14525898,0.01,0.118783474,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.05825591,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.8017045,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.01,0.65736526,0.45214272,0.68024915,0.07051873,0.99,0.5204861,0.4746654,0.01,0.6530898,0.61613554,0.01,0.70018935,0.99,0.81009614,0.74586433,0.99,0.8750187,0.2107071,0.17765485,0.38016078,0.08758557,0.09221065,0.1606659,0.99,0.4721579,0.96378654,0.01,0.99,0.38136125,0.38012117,0.01,0.99,0.99,0.01,0.99,0.01,0.9776353,0.4743739,0.99,0.47756705,0.99,0.99,0.29961878,0.58635837,0.01,0.36017922,0.99,0.99,0.314546,0.99,0.7107217,0.99,0.596825,0.9797851,0.01,0.74616504,0.01,0.99,0.19423762,0.7422213,0.44650447,0.76027155,0.3591887,0.8346174,0.3141263,0.99,0.99,0.01,0.01,0.8796743,0.825611,0.03084746,0.99,0.98417354,0.9279676,0.01,0.99,0.441433,0.03733194,0.45411444,0.79997087,0.5001175,0.075528055,0.01,0.93750876,0.6508529,0.99,0.94735,0.01,0.99,0.01,0.27830243,0.99,0.8875018,0.95065415,0.8112427,0.9644424,0.93559235,0.99
SIM-0060-TP,0.23924696,0.01,0.155399,0.6594647,0.46741176,0.01,0.5471535,0.01,0.01,0.01,0.01,0.9034997,0.56289774,0.99,0.075396925,0.26104373,0.5286294,0.6104317,0.01,0.01,0.3547852,0.01,0.05112402,0.5251322,0.3013345,0.9728193,0.14458072,0.977294,0.5632682,0.50086486,0.7162685,0.26401335,0.44307134,0.48906952,0.01,0.38537514,0.01,0.99,0.5051683,0.99,0.99,0.5777277,0.14975184,0.99,0.01,0.01,0.99,0.642321,0.01,0.04735565,0.46411324,0.4626453,0.4402856,0.99,0.99,0.25851685,0.824037,0.99,0.3392967,0.01,0.01,0.086400434,0.73360175,0.22241747,0.99,0.7134802,0.99,0.7181475,0.26686782,0.08594411,0.012124896,0.01,0.99,0.09896214,0.5590029,0.01,0.070577145,0.79946476,0.9758992,0.30585286,0.99,0.01,0.01,0.88678813,0.60285616,0.99,0.99,0.30784997,0.01,0.99,0.99,0.34825024,0.3543288,0.99,0.27592146,0.3080855,0.37915576,0.26841682,0.3345905,0.48033214,0.01,0.50449586,0.3284338,0.99,0.05396855,0.62303925,0.9216424,0.9872806,0.01,0.99,0.01,0.99,0.99,0.01,0.52450144,0.35063657,0.5047601,0.89305294,0.5188672,0.01,0.01,0.01,0.01,0.15977359,0.78066623,0.5293398,0.10400173,0.01,0.01,0.28862858,0.01,0.46540427,0.99,0.01,0.84010124,0.9045847,0.64255184,0.99,0.5332247,0.822895,0.41483322,0.7546216,0.76881486,0.46834546,0.83386874,0.05361584,0.19090146,0.35218513,0.6267235,0.99,0.27180392,0.8424505,0.8726195,0.13084975,0.99,0.86336887,0.19357643,0.11707802,0.8204578,0.01,0.01,0.59856176,0.01,0.01,0.4978819,0.99,0.99,0.99,0.01,0.40391827,0.01,0.030430704,0.64461845,0.1579544,0.99,0.95571965,0.047517598,0.23272967,0.30670422,0.23679887,0.4543239,0.36338648,0.01,0.99,0.99,0.35082614,0.5967264,0.62466574,0.70315486,0.99,0.79175514,0.016711965,0.63496816,0.44857892,0.01,0.7607839,0.14438859,0.0996322,0.21804976,0.01
SIM-0061-TP,0.01,0.7385386,0.2830599,0.99,0.7338561,0.01,0.99,0.33572826,0.91061705,0.04764405,0.1188474,0.27881464,0.3113442,0.31897086,0.01,0.2870494,0.99,0.01,0.60334945,0.53989154,0.13309789,0.01,0.99,0.99,0.99,0.281125,0.9615065,0.71708375,0.7615869,0.77886975,0.99,0.99,0.7635569,0.017680049,0.99,0.99,0.9806207,0.99,0.361345,0.116076976,0.01,0.01,0.46573278,0.52719676,0.046859413,0.41338515,0.882837,0.06803778,0.47705677,0.4845299,0.6489335,0.86261874,0.9433139,0.99,0.99,0.5053294,0.99,0.040284276,0.80435777,0.20335023,0.99,0.01,0.393021,0.51703364,0.99,0.99,0.99,0.98857486,0.01,0.46761322,0.01,0.48163074,0.99,0.55983317,0.8930336,0.323641,0.69385713,0.01,0.08549315,0.96711576,0.3101116,0.07832817,0.01,0.01,0.50149405,0.99,0.99,0.41358626,0.377522,0.01,0.2826385,0.79326594,0.63440007,0.99,0.99,0.26426253,0.4681948,0.01,0.07833308,0.020083964,0.7359696,0.9302222,0.01,0.9181152,0.01,0.23887298,0.7390413,0.29858202,0.01,0.99,0.31650078,0.010210991,0.72383785,0.57895297,0.99,0.04882379,0.66381145,0.8950455,0.01,0.01,0.62690663,0.04676789,0.30292743,0.20712633,0.38477755,0.36123574,0.01,0.656625,0.8052544,0.48239964,0.8283642,0.01,0.15966213,0.6846546,0.49416164,0.501587,0.8909116,0.018113315,0.46637276,0.99,0.83403444,0.99,0.99,0.25886428,0.01,0.25913268,0.82818925,0.99,0.5459866,0.35283786,0.06865165,0.24438572,0.01,0.08798766,0.7938442,0.44637117,0.027550086,0.01,0.48719096,0.01,0.6772292,0.36683956,0.99,0.18494627,0.9130906,0.01,0.5945712,0.99,0.89658344,0.01,0.06940931,0.12761724,0.13337913,0.11257976,0.9542741,0.01,0.4121456,0.99,0.99,0.33811632,0.99,0.27439514,0.6901588,0.1519388,0.99,0.23124667,0.99,0.99,0.67359453,0.9740993,0.8022892,0.01,0.7561956,0.68607926,0.01,0.66287464,0.8810304,0.99,0.58319664,0.01
SIM-0062-TP,0.01,0.020303637,0.8960574,0.16320063,0.9324912,0.01,0.43874624,0.16499466,0.01,0.01,0.7035159,0.07239859,0.01,0.01,0.3715319,0.01,0.99,0.291365,0.680492,0.01,0.86479294,0.01,0.01,0.4372328,0.01,0.01,0.89057463,0.41023618,0.9197997,0.9880159,0.01,0.6860528,0.2867028,0.38579816,0.01,0.5220729,0.01,0.01,0.01,0.5062264,0.5692425,0.5157912,0.41116962,0.99,0.5259494,0.01,0.12025407,0.99,0.99,0.99,0.66621536,0.99,0.9709134,0.35198417,0.99,0.01,0.99,0.01,0.01,0.99,0.99,0.016850352,0.33182472,0.01,0.5073543,0.01,0.6808579,0.9651755,0.3555807,0.8989036,0.288693,0.01,0.99,0.01,0.8605787,0.19669966,0.8612204,0.8662658,0.7505249,0.01,0.99,0.4578392,0.28736603,0.99,0.01,0.99,0.32642648,0.9820713,0.4363967,0.01,0.01,0.99,0.5418411,0.99,0.99,0.03346286,0.43879002,0.95808864,0.99,0.52436185,0.99,0.6883861,0.84810024,0.93459475,0.13063955,0.20007747,0.01,0.99,0.2215766,0.28443176,0.84228784,0.32297766,0.33433297,0.99,0.18712407,0.3362749,0.21122217,0.04797536,0.01,0.2251658,0.01,0.6181494,0.32026023,0.2860099,0.1545178,0.99,0.7972889,0.08635521,0.01,0.01,0.9223094,0.58343434,0.9580052,0.419162,0.6834803,0.99,0.51771986,0.48252767,0.13021696,0.8350209,0.63257825,0.52667844,0.3949447,0.33648705,0.99,0.01,0.01,0.14649189,0.73485637,0.99,0.01,0.97072303,0.99,0.5584594,0.99,0.037727296,0.01,0.4149593,0.7543932,0.01,0.99,0.51669914,0.589483,0.013988972,0.99,0.033781767,0.99,0.49382454,0.4821332,0.50180835,0.99,0.01,0.4932168,0.99,0.18895155,0.01,0.01,0.99,0.99,0.01,0.01,0.8759551,0.01,0.3341753,0.9605681,0.8800759,0.99,0.03557086,0.01,0.99,0.99,0.01,0.28631705,0.96955085,0.9278445,0.7012775,0.1035642,0.33771503,0.8920712,0.906508
SIM-0063-TP,0.3775621,0.01,0.8131331,0.99,0.01,0.13927987,0.8784405,0.5404992,0.01,0.036114573,0.16186747,0.01,0.36950788,0.6445229,0.14203645,0.01,0.3756714,0.01,0.50616646,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.56721026,0.99,0.0786435,0.027225614,0.76488364,0.64075726,0.08220023,0.01,0.16914546,0.9885018,0.6909999,0.47748858,0.5884664,0.5688349,0.36942977,0.01,0.01,0.99,0.15431388,0.01,0.2511969,0.64833236,0.99,0.73999125,0.08872849,0.90989125,0.9779892,0.13106593,0.06474874,0.7350546,0.99,0.01,0.5931913,0.53705525,0.37628475,0.3304582,0.99,0.62031037,0.99,0.25441912,0.5137018,0.7556601,0.8365679,0.99,0.73617035,0.2617346,0.48140663,0.5742701,0.99,0.016693354,0.01,0.99,0.01,0.01,0.725916,0.66293365,0.01,0.99,0.01,0.01,0.99,0.81081516,0.45159864,0.6061967,0.73193926,0.045926392,0.38195032,0.99,0.293729,0.9223889,0.99,0.37215048,0.6453119,0.12457189,0.99,0.89511883,0.4739647,0.99,0.01,0.01,0.26092717,0.35686824,0.5091306,0.7683896,0.23382646,0.74816144,0.83528674,0.15790045,0.06557576,0.6456088,0.99,0.01,0.99,0.01,0.01,0.01,0.5472483
SIM-0064-TP,0.39682895,0.058570057,0.6347163,0.5120057,0.6522361,0.09047493,0.01,0.99,0.7141311,0.7638649,0.01,0.08944775,0.057371393,0.99,0.42227945,0.011178292,0.6949556,0.060130566,0.01,0.30993277,0.09351537,0.21923926,0.01,0.4028628,0.4277946,0.01,0.01,0.56177914,0.99,0.27838317,0.3524323,0.28157625,0.10814816,0.99,0.769477,0.10866307,0.9669186,0.01,0.6575045,0.99,0.7191429,0.34094638,0.30041462,0.99,0.01,0.4506393,0.46748304,0.32219967,0.99,0.99,0.13355221,0.99,0.40214634,0.8430875,0.5107749,0.99,0.06391388,0.99,0.99,0.01,0.99,0.01,0.13549702,0.01,0.64818835,0.23221473,0.99,0.99,0.01,0.01,0.4655754,0.3095848,0.99,0.27354997,0.39998168,0.01,0.99,0.704618,0.99,0.55320185,0.99,0.01,0.01,0.61453277,0.27141201,0.56437504,0.09791249,0.23815417,0.5420039,0.6782732,0.01,0.7118789,0.99,0.8297478,0.99,0.01,0.88165164,0.21475554,0.411536,0.99,0.35488978,0.01,0.25663862,0.44917455,0.01,0.50255495,0.41827047,0.15584362,0.84166086,0.47393128,0.01,0.01,0.018829226,0.99,0.9815591,0.56391495,0.99,0.25657764,0.99,0.01,0.01,0.50926876,0.41603762,0.51380247,0.99,0.66080874,0.58597463,0.99,0.40744328,0.8177745,0.01,0.99,0.01,0.20964146,0.01,0.99,0.25231788,0.8825414,0.3369759,0.101897895,0.638149,0.3704626,0.64311045,0.7584808,0.99,0.01,0.43378377,0.63362986,0.80958635,0.99,0.41624004,0.01,0.6406809,0.29237196,0.64938504,0.13599122,0.01,0.99,0.9327413,0.04833419,0.99,0.01,0.5395998,0.01,0.99,0.01,0.99,0.99,0.44453406,0.01,0.59855807,0.43596405,0.8424275,0.99,0.99,0.652214,0.019049942,0.09087682,0.39435023,0.6485386,0.01,0.01,0.54839563,0.19682711,0.41599417,0.01,0.9129426,0.5053679,0.01,0.99,0.5443101,0.08896161,0.11302546,0.68629706,0.3306239,0.9753109,0.1722517,0.45059738,0.42905453,0.99
